CD_A,PER,ENT,CON,V_SEL,N_HOG,N_REN,EST_DIS,UPM_DIS,PAR,SEX,EDA,NAC_DIA,NAC_MES,NAC_ANIO,NIV,GRA,A_ESC,ELEGIDO,REELE,R_DEF,FACTOR,FAC18
"	02",1117,14,40578,1,1,"	01","	005","	00269",1,1,49,31,1,1968,2,5,,,,"	01",12705,
"	02",1117,14,40578,5,1,"	02","	005","	00269",2,2,31,22,2,1986,4,3,,,,"	01",12705,
"	02",1117,14,40578,5,1,"	01","	005","	00269",1,1,25,11,8,1992,7,4,3,1,,"	01",12705,25410
"	02",1117,14,40578,4,1,"	03","	005","	00269",2,2,61,27,1,1956,7,5,3,1,,"	01",12705,38115
"	02",1117,14,40578,4,1,"	02","	005","	00269",3,1,35,13,11,1982,7,5,3,,,"	01",12705,
"	02",1117,14,40578,4,1,"	01","	005","	00269",1,1,62,25,1,1955,7,5,3,,,"	01",12705,
"	02",1117,14,40578,3,1,14,"	005","	00269",4,1,6,12,7,2011,1,3,,,,"	01",12705,
"	02",1117,14,40578,3,1,13,"	005","	00269",4,2,8,5,4,2009,2,2,,,,"	01",12705,
"	02",1117,14,40578,3,1,12,"	005","	00269",4,1,9,20,1,2008,2,3,,,,"	01",12705,
"	02",1117,14,40578,3,1,11,"	005","	00269",4,1,11,7,10,2006,2,5,,,,"	01",12705,
"	02",1117,14,40578,3,1,"	09","	005","	00269",4,2,10,13,11,2007,2,4,,,,"	01",12705,
"	02",1117,14,40578,3,1,10,"	005","	00269",4,1,6,29,7,2011,1,3,,,,"	01",12705,
"	02",1117,14,40588,3,1,"	02","	005","	00270",2,2,42,28,6,1975,10,2,5,1,,"	01",10381,20762
"	02",1117,14,40588,1,1,"	03","	005","	00270",3,2,7,23,8,2010,2,1,,,,"	01",10381,
"	02",1117,14,40588,5,1,"	01","	005","	00270",1,2,68,13,11,1949,3,3,,1,,"	01",10381,10381
"	02",1117,14,40588,4,1,"	01","	005","	00270",1,1,53,18,11,1964,7,3,3,1,,"	01",10381,31143
"	02",1117,14,40588,4,1,"	02","	005","	00270",2,2,58,12,8,1959,6,3,2,,,"	01",10381,
"	02",1117,14,40588,3,1,"	01","	005","	00270",1,1,36,14,2,1981,4,3,,,,"	01",10381,
"	02",1117,14,40588,1,1,"	02","	005","	00270",2,2,31,4,7,1986,3,3,,,,"	01",10381,
"	02",1117,14,40588,1,1,"	01","	005","	00270",1,1,31,19,4,1986,7,3,3,1,,"	01",10381,20762
"	02",1117,14,40588,2,1,"	01","	005","	00270",1,1,68,2,3,1949,6,3,2,1,,"	01",10381,10381
"	02",1117,14,40588,3,1,"	03","	005","	00270",3,1,8,16,1,2009,2,2,,,,"	01",10381,
"	02",1117,14,40588,4,1,"	03","	005","	00270",3,1,21,20,11,1996,7,2,3,,,"	01",10381,
"	01",1117,15,"	01616",4,1,"	01","	001","	00271",1,1,23,9,5,1994,4,3,,,,"	01",47071,
"	01",1117,15,"	01616",4,1,"	02","	001","	00271",2,2,19,1,9,1998,3,3,,1,,"	01",47071,94142
"	01",1117,15,"	01616",4,1,"	03","	001","	00271",3,1,1,1,9,2016,,,,,,"	01",47071,
"	01",1117,15,"	01616",1,1,"	01","	001","	00271",1,2,49,17,1,1968,7,3,3,,,"	01",47071,
"	01",1117,15,"	01616",1,1,"	02","	001","	00271",2,1,53,24,7,1964,3,2,,,,"	01",47071,
"	01",1117,15,"	01616",1,1,"	03","	001","	00271",3,1,22,6,2,1995,4,2,,,,"	01",47071,
"	01",1117,15,"	01616",2,1,"	02","	001","	00271",2,2,44,29,6,1973,4,3,,1,,"	01",47071,94142
"	01",1117,15,"	01616",1,1,"	05","	001","	00271",3,2,12,22,6,2005,2,6,,,,"	01",47071,
"	01",1117,15,"	01616",2,1,"	01","	001","	00271",1,1,59,23,3,1958,4,3,,,,"	01",47071,
"	01",1117,15,"	01616",5,1,"	01","	001","	00271",1,1,50,18,12,1966,7,1,3,1,,"	01",47071,47071
"	01",1117,15,"	01616",2,1,"	04","	001","	00271",3,2,15,22,12,2001,4,1,,,,"	01",47071,
"	01",1117,15,"	01616",2,1,"	03","	001","	00271",3,1,17,2,3,2000,4,2,,,,"	01",47071,
"	01",1117,15,"	01616",1,1,"	04","	001","	00271",3,1,20,31,10,1997,3,3,,1,,"	01",47071,188284
"	01",1117,15,"	01677",5,1,"	02","	001","	00272",2,1,56,4,2,1961,3,3,,,,"	01",53356,
"	01",1117,15,"	01677",5,1,"	01","	001","	00272",1,2,66,19,8,1951,4,3,,1,,"	01",53356,106712
"	01",1117,15,"	01677",4,1,"	05","	001","	00272",3,1,6,28,6,2011,1,3,,,,"	01",53356,
"	01",1117,15,"	01677",4,1,"	04","	001","	00272",3,2,9,18,7,2008,2,3,,,,"	01",53356,
"	01",1117,15,"	01677",4,1,"	03","	001","	00272",3,2,19,23,9,1998,7,1,3,,,"	01",53356,
"	01",1117,15,"	01677",4,1,"	02","	001","	00272",2,1,40,21,4,1977,4,3,,,,"	01",53356,
"	01",1117,15,"	01677",4,1,"	01","	001","	00272",1,2,35,2,4,1982,3,3,,1,,"	01",53356,160068
"	01",1117,15,"	01677",2,1,"	03","	001","	00272",3,1,15,14,3,2002,3,1,,,,"	01",53356,
"	01",1117,15,"	01677",2,1,"	01","	001","	00272",1,2,32,23,8,1985,3,3,,1,,"	01",53356,106712
"	01",1117,15,"	01677",2,1,"	02","	001","	00272",2,1,32,15,2,1985,2,6,,,,"	01",53356,
"	01",1117,15,"	01677",1,1,"	04","	001","	00272",3,2,3,29,6,2014,,,,,,"	01",53356,
"	01",1117,15,"	01677",1,1,"	03","	001","	00272",3,1,6,17,1,2011,1,3,,,,"	01",53356,
"	01",1117,15,"	01677",1,1,"	02","	001","	00272",2,1,28,18,10,1989,3,2,,,,"	01",53356,
"	01",1117,15,"	01677",1,1,"	01","	001","	00272",1,2,25,20,2,1992,3,3,,1,,"	01",53356,106712
"	01",1117,15,"	01677",3,1,"	03","	001","	00272",3,1,9,9,8,2008,2,2,,,,"	01",53356,
"	01",1117,15,"	01677",3,1,"	02","	001","	00272",3,1,11,5,5,2006,2,6,,,,"	01",53356,
"	01",1117,15,"	01677",3,1,"	01","	001","	00272",1,2,32,25,6,1985,3,3,,1,,"	01",53356,53356
"	01",1117,15,"	01683",5,1,"	02","	001","	00273",2,2,39,29,11,1977,3,3,,,,"	01",57722,
"	01",1117,15,"	01683",5,1,"	04","	001","	00273",3,1,5,20,3,2012,1,2,,,,"	01",57722,
"	01",1117,15,"	01683",4,1,"	05","	001","	00273",4,2,3,26,2,2014,,,,,,"	01",57722,
"	01",1117,15,"	01683",4,1,"	04","	001","	00273",4,2,21,13,1,1996,4,2,,,,"	01",57722,
"	01",1117,15,"	01683",4,1,"	03","	001","	00273",3,1,33,25,7,1984,3,3,,,,"	01",57722,
"	01",1117,15,"	01683",4,1,"	02","	001","	00273",2,2,52,4,10,1965,2,6,,1,,"	01",57722,230888
"	01",1117,15,"	01683",4,1,"	01","	001","	00273",1,1,56,13,10,1961,4,3,,,,"	01",57722,
"	01",1117,15,"	01683",2,1,"	04","	001","	00273",3,2,18,2,2,1999,4,1,,1,,"	01",57722,230888
"	01",1117,15,"	01683",2,1,"	03","	001","	00273",3,1,28,22,7,1989,4,3,,,,"	01",57722,
"	01",1117,15,"	01683",2,1,"	02","	001","	00273",4,2,69,22,2,1948,,,,,,"	01",57722,
"	01",1117,15,"	01683",2,1,"	01","	001","	00273",1,2,45,16,2,1972,3,3,,,,"	01",57722,
"	01",1117,15,"	01683",1,1,"	01","	001","	00273",1,2,48,27,8,1969,2,6,,,,"	01",57722,
"	01",1117,15,"	01683",5,1,"	03","	001","	00273",3,1,21,2,7,1996,4,3,,,,"	01",57722,
"	01",1117,15,"	01683",3,1,"	03","	001","	00273",3,1,48,12,12,1968,4,1,,1,,"	01",57722,173166
"	01",1117,15,"	01683",3,1,"	02","	001","	00273",4,1,53,7,7,1964,2,6,,,,"	01",57722,
"	01",1117,15,"	01683",3,1,"	01","	001","	00273",1,1,81,5,10,1936,,,,,,"	01",57722,
"	01",1117,15,"	01683",1,1,"	04","	001","	00273",4,2,4,30,5,2013,,,,,,"	01",57722,
"	01",1117,15,"	01683",1,1,"	03","	001","	00273",4,1,10,26,4,2007,2,4,,,,"	01",57722,
"	01",1117,15,"	01683",1,1,"	02","	001","	00273",3,2,31,3,3,1986,3,3,,1,,"	01",57722,115444
"	01",1117,15,"	01683",5,1,"	01","	001","	00273",1,1,57,7,5,1960,2,6,,1,,"	01",57722,173166
"	01",1117,15,40137,2,1,"	01","	001","	00274",1,1,35,25,4,1982,7,4,3,,,"	01",62066,
"	01",1117,15,40137,2,1,"	02","	001","	00274",2,2,35,12,5,1982,4,3,,1,,"	01",62066,186198
"	01",1117,15,40137,2,1,"	03","	001","	00274",4,2,68,25,3,1949,2,6,,,,"	01",62066,
"	01",1117,15,40137,2,1,"	04","	001","	00274",3,2,7,8,3,2010,2,1,,,,"	01",62066,
"	01",1117,15,40137,2,1,"	05","	001","	00274",3,2,10,27,8,2007,2,4,,,,"	01",62066,
"	01",1117,15,40137,5,1,"	04","	001","	00274",3,2,4,1,2,2013,,,,,,"	01",62066,
"	01",1117,15,40137,3,1,"	01","	001","	00274",1,1,59,24,4,1958,7,5,3,1,,"	01",62066,62066
"	01",1117,15,40137,5,1,"	01","	001","	00274",1,2,24,29,4,1993,3,3,,,,"	01",62066,
"	01",1117,15,40137,5,1,"	02","	001","	00274",2,1,27,14,2,1990,2,6,,1,,"	01",62066,124132
"	01",1117,15,40137,5,1,"	03","	001","	00274",3,1,9,1,8,2008,2,3,,,,"	01",62066,
"	01",1117,15,40137,4,1,"	01","	001","	00274",1,2,42,11,3,1975,2,6,,1,,"	01",62066,62066
"	01",1117,15,40161,4,1,"	01","	002","	00275",1,1,51,11,10,1966,4,2,,,,"	01",71959,
"	01",1117,15,40161,4,1,"	02","	002","	00275",2,2,39,8,7,1978,3,3,,1,,"	01",71959,143918
"	01",1117,15,40161,2,1,"	02","	002","	00275",3,2,26,25,11,1990,7,2,3,,,"	01",71959,
"	01",1117,15,40161,2,1,"	01","	002","	00275",1,2,64,12,12,1952,,,,1,,"	01",71959,143918
"	01",1117,15,40161,5,1,"	02","	002","	00275",2,2,64,21,8,1953,2,2,,1,,"	01",71959,143918
"	01",1117,15,40161,5,1,"	01","	002","	00275",1,1,64,27,2,1953,2,2,,,,"	01",71959,
"	01",1117,15,40161,3,1,"	03","	002","	00275",3,1,9,14,11,2008,2,2,,,,"	01",71959,
"	01",1117,15,40161,3,1,"	02","	002","	00275",2,2,46,13,11,1971,7,4,3,1,,"	01",71959,143918
"	01",1117,15,40161,3,1,"	01","	002","	00275",1,1,47,26,8,1970,7,4,3,,,"	01",71959,
"	01",1117,15,40161,1,1,"	04","	002","	00275",3,1,27,19,12,1989,7,2,3,,,"	01",71959,
"	01",1117,15,40161,1,1,"	03","	002","	00275",3,2,28,28,8,1989,7,4,3,,,"	01",71959,
"	01",1117,15,40161,1,1,"	02","	002","	00275",2,2,62,6,12,1954,2,6,,,,"	01",71959,
"	01",1117,15,40161,4,1,"	03","	002","	00275",3,1,17,25,4,2000,4,1,,,,"	01",71959,
"	01",1117,15,40161,1,1,"	01","	002","	00275",1,1,67,26,11,1949,2,6,,1,,"	01",71959,287836
"	01",1117,15,40169,3,1,"	02","	002","	00276",4,2,90,26,8,1927,,,,,1,"	01",68983,
"	01",1117,15,40169,3,1,"	01","	002","	00276",1,2,54,25,2,1963,3,3,,1,,"	01",68983,137966
"	01",1117,15,40169,2,1,"	03","	002","	00276",3,2,27,20,5,1990,7,4,3,1,,"	01",68983,206949
"	01",1117,15,40169,2,1,"	02","	002","	00276",2,2,51,12,3,1966,6,3,2,,,"	01",68983,
"	01",1117,15,40169,2,1,"	01","	002","	00276",1,1,57,5,6,1960,7,1,3,,,"	01",68983,
"	01",1117,15,40169,5,1,"	01","	002","	00276",1,1,25,10,12,1991,7,4,3,1,,"	01",68983,68983
"	01",1117,15,40169,1,1,"	03","	002","	00276",3,2,15,9,11,2002,2,6,,,,"	01",68983,
"	01",1117,15,40169,1,1,"	02","	002","	00276",2,2,42,14,5,1975,6,3,2,1,,"	01",68983,137966
"	01",1117,15,40169,1,1,"	01","	002","	00276",1,1,42,21,8,1975,2,6,,,,"	01",68983,
"	01",1117,15,40169,4,1,"	01","	002","	00276",1,1,50,22,11,1967,3,3,,1,,"	01",68983,68983
"	01",1117,15,40169,1,1,"	04","	002","	00276",3,1,7,13,10,2010,2,1,,,,"	01",68983,
"	01",1117,15,40170,1,1,"	01","	003","	00277",1,2,51,7,9,1966,4,3,,1,,"	01",67742,203226
"	01",1117,15,40170,5,1,"	06","	003","	00277",4,1,5,24,10,2012,1,2,,,,"	01",67742,
"	01",1117,15,40170,5,1,"	05","	003","	00277",4,1,6,5,1,2011,1,3,,,,"	01",67742,
"	01",1117,15,40170,5,1,"	04","	003","	00277",2,2,49,18,9,1968,3,3,,,,"	01",67742,
"	01",1117,15,40170,5,1,"	03","	003","	00277",3,2,27,21,8,1990,4,2,,,,"	01",67742,
"	01",1117,15,40170,5,1,"	02","	003","	00277",4,1,82,20,11,1934,2,6,,1,,"	01",67742,270968
"	01",1117,15,40170,1,1,"	02","	003","	00277",2,1,54,11,10,1963,4,3,,,,"	01",67742,
"	01",1117,15,40170,3,1,"	05","	003","	00277",3,1,5,15,4,2012,1,2,,,,"	01",67742,
"	01",1117,15,40170,3,1,"	04","	003","	00277",3,1,14,10,2,2003,3,1,,,,"	01",67742,
"	01",1117,15,40170,3,1,"	03","	003","	00277",4,2,33,6,9,1984,7,2,3,,,"	01",67742,
"	01",1117,15,40170,3,1,"	02","	003","	00277",2,1,32,10,8,1985,3,3,,1,,"	01",67742,203226
"	01",1117,15,40170,3,1,"	01","	003","	00277",1,2,32,8,2,1985,3,3,,,,"	01",67742,
"	01",1117,15,40170,1,1,"	03","	003","	00277",3,2,21,16,2,1996,7,1,3,,,"	01",67742,
"	01",1117,15,40170,5,1,"	01","	003","	00277",1,1,67,16,9,1950,2,6,,,,"	01",67742,
"	01",1117,15,40177,3,1,"	04","	001","	00278",3,1,7,28,4,2010,2,1,,,,"	01",52746,
"	01",1117,15,40177,3,1,"	03","	001","	00278",3,1,15,2,6,2002,3,3,,,,"	01",52746,
"	01",1117,15,40177,3,1,"	02","	001","	00278",2,1,51,28,1,1966,4,2,,,,"	01",52746,
"	01",1117,15,40177,3,1,"	01","	001","	00278",1,2,43,7,8,1974,7,2,3,1,,"	01",52746,105492
"	01",1117,15,40177,5,1,"	02","	001","	00278",2,2,57,23,4,1960,2,3,,,,"	01",52746,
"	01",1117,15,40177,5,1,"	01","	001","	00278",1,1,81,4,12,1935,2,3,,,,"	01",52746,
"	01",1117,15,40177,4,1,"	02","	001","	00278",2,2,72,19,12,1944,2,6,,1,,"	01",52746,105492
"	01",1117,15,40177,4,1,"	01","	001","	00278",1,1,73,2,3,1944,2,2,,,,"	01",52746,
"	01",1117,15,40177,2,1,"	02","	001","	00278",3,2,13,1,3,2004,3,1,,,,"	01",52746,
"	01",1117,15,40177,2,1,"	01","	001","	00278",1,2,46,5,12,1970,4,3,,1,,"	01",52746,52746
"	01",1117,15,40177,1,1,"	05","	001","	00278",3,1,12,3,11,2005,2,6,,,,"	01",52746,
"	01",1117,15,40177,1,1,"	04","	001","	00278",3,1,14,23,11,2002,3,2,,,,"	01",52746,
"	01",1117,15,40177,1,1,"	03","	001","	00278",3,1,17,12,8,2000,3,2,,,,"	01",52746,
"	01",1117,15,40177,1,1,"	02","	001","	00278",2,2,32,14,1,1985,2,4,,1,,"	01",52746,105492
"	01",1117,15,40177,5,1,"	03","	001","	00278",3,2,20,16,9,1997,6,3,2,1,,"	01",52746,158238
"	01",1117,15,40177,1,1,"	01","	001","	00278",1,1,41,15,7,1976,2,6,,,,"	01",52746,
"	01",1117,15,40183,3,1,"	03","	001","	00279",3,1,14,14,2,2003,3,2,,,,"	01",91237,
"	01",1117,15,40183,5,1,"	01","	001","	00279",1,1,49,14,11,1968,2,6,,,,"	01",91237,
"	01",1117,15,40183,5,1,"	02","	001","	00279",2,2,36,24,7,1981,3,3,,,,"	01",91237,
"	01",1117,15,40183,5,1,"	03","	001","	00279",3,2,18,6,11,1999,4,3,,1,,"	01",91237,273711
"	01",1117,15,40183,5,1,"	04","	001","	00279",3,2,16,28,1,2001,4,1,,,,"	01",91237,
"	01",1117,15,40183,5,1,"	05","	001","	00279",3,2,8,19,1,2009,2,2,,,,"	01",91237,
"	01",1117,15,40183,5,1,"	06","	001","	00279",3,2,6,15,2,2011,1,3,,,,"	01",91237,
"	01",1117,15,40183,4,1,"	01","	001","	00279",1,1,30,3,3,1987,3,3,,1,,"	01",91237,182474
"	01",1117,15,40183,4,1,"	02","	001","	00279",4,1,13,28,12,2003,2,6,,,,"	01",91237,
"	01",1117,15,40183,4,1,"	03","	001","	00279",4,2,49,9,1,1968,3,3,,,,"	01",91237,
"	01",1117,15,40183,1,1,"	01","	001","	00279",1,1,39,17,5,1978,3,3,,1,,"	01",91237,273711
"	01",1117,15,40183,1,1,"	02","	001","	00279",2,2,37,12,7,1980,3,3,,,,"	01",91237,
"	01",1117,15,40183,1,1,"	03","	001","	00279",4,2,68,20,7,1949,,,,,,"	01",91237,
"	01",1117,15,40183,1,1,"	04","	001","	00279",3,2,15,27,5,2002,3,3,,,,"	01",91237,
"	01",1117,15,40183,1,1,"	05","	001","	00279",3,1,11,12,12,2005,2,6,,,,"	01",91237,
"	01",1117,15,40183,1,1,"	06","	001","	00279",3,2,9,9,8,2008,2,3,,,,"	01",91237,
"	01",1117,15,40183,2,1,"	01","	001","	00279",1,1,52,7,3,1965,2,6,,1,,"	01",91237,182474
"	01",1117,15,40183,2,1,"	02","	001","	00279",2,2,52,14,12,1964,2,3,,,,"	01",91237,
"	01",1117,15,40183,3,1,"	01","	001","	00279",1,2,44,8,11,1973,2,6,,1,,"	01",91237,182474
"	01",1117,15,40183,3,1,"	02","	001","	00279",3,1,20,1,8,1997,4,2,,,,"	01",91237,
"	01",1117,15,40239,4,1,"	04","	001","	00280",3,1,22,31,3,1995,4,3,,1,,"	01",73664,368320
"	01",1117,15,40239,2,1,"	02","	001","	00280",2,2,31,27,12,1985,4,2,,,,"	01",73664,
"	01",1117,15,40239,4,1,"	02","	001","	00280",2,2,55,11,5,1962,2,6,,,,"	01",73664,
"	01",1117,15,40239,4,1,"	01","	001","	00280",1,1,54,24,8,1963,3,3,,,,"	01",73664,
"	01",1117,15,40239,3,1,"	02","	001","	00280",3,1,18,14,4,1999,3,3,,,,"	01",73664,
"	01",1117,15,40239,3,1,"	01","	001","	00280",1,1,45,24,9,1972,4,3,,1,,"	01",73664,147328
"	01",1117,15,40239,4,1,"	05","	001","	00280",3,1,19,13,4,1998,4,2,,,,"	01",73664,
"	01",1117,15,40239,2,1,"	04","	001","	00280",3,2,9,24,4,2008,2,3,,,,"	01",73664,
"	01",1117,15,40239,2,1,"	03","	001","	00280",3,2,6,4,1,2011,1,3,,,,"	01",73664,
"	01",1117,15,40239,1,1,"	01","	001","	00280",1,2,26,10,9,1991,3,3,,,,"	01",73664,
"	01",1117,15,40239,1,1,"	02","	001","	00280",2,1,31,5,8,1986,4,3,,1,,"	01",73664,147328
"	01",1117,15,40239,1,1,"	03","	001","	00280",3,2,3,5,2,2014,,,,,,"	01",73664,
"	01",1117,15,40239,5,1,"	01","	001","	00280",1,2,47,23,9,1970,2,6,,,,"	01",73664,
"	01",1117,15,40239,5,1,"	02","	001","	00280",2,1,45,12,7,1972,2,6,,,,"	01",73664,
"	01",1117,15,40239,5,1,"	03","	001","	00280",3,1,21,20,11,1996,2,6,,,,"	01",73664,
"	01",1117,15,40239,5,1,"	04","	001","	00280",3,1,18,17,8,1999,3,2,,1,,"	01",73664,368320
"	01",1117,15,40239,5,1,"	05","	001","	00280",3,1,15,19,8,2002,3,3,,,,"	01",73664,
"	01",1117,15,40239,5,1,"	06","	001","	00280",3,1,29,25,10,1988,3,1,,,,"	01",73664,
"	01",1117,15,40239,2,1,"	01","	001","	00280",1,1,33,7,9,1984,4,3,,1,,"	01",73664,147328
"	01",1117,15,40239,4,1,"	03","	001","	00280",3,1,27,12,12,1989,7,4,3,,,"	01",73664,
16,1117,15,41018,2,1,"	03","	041","	00281",3,1,26,5,9,1991,7,4,3,,,"	01",3542,
16,1117,15,41018,4,1,"	03","	041","	00281",3,1,14,18,2,2003,4,2,,,,"	01",3542,
16,1117,15,41018,4,1,"	02","	041","	00281",2,2,36,14,4,1981,4,3,,1,,"	01",3542,7084
16,1117,15,41018,4,1,"	01","	041","	00281",1,1,38,11,7,1979,4,3,,,,"	01",3542,
16,1117,15,41018,3,1,"	02","	041","	00281",2,2,47,2,4,1970,4,3,,,,"	01",3542,
16,1117,15,41018,3,1,"	01","	041","	00281",1,1,54,26,3,1963,4,3,,1,,"	01",3542,7084
16,1117,15,41018,2,1,"	04","	041","	00281",3,2,24,27,3,1993,7,4,3,1,,"	01",3542,14168
16,1117,15,41018,2,1,"	02","	041","	00281",2,2,47,28,11,1970,6,2,2,,,"	01",3542,
16,1117,15,41018,2,1,"	01","	041","	00281",1,1,50,8,11,1967,7,4,3,,,"	01",3542,
16,1117,15,41022,3,1,"	03","	042","	00282",3,1,35,16,4,1982,4,3,,1,,"	01",3652,14608
16,1117,15,41022,2,1,"	05","	042","	00282",4,1,8,31,7,2009,2,2,,,,"	01",3652,
16,1117,15,41022,4,1,"	01","	042","	00282",1,1,56,11,5,1961,3,3,,,,"	01",3652,
16,1117,15,41022,4,1,"	02","	042","	00282",3,1,25,21,11,1992,4,3,,1,,"	01",3652,10956
16,1117,15,41022,4,1,"	03","	042","	00282",4,2,29,15,7,1988,3,3,,,,"	01",3652,
16,1117,15,41022,5,1,"	01","	042","	00282",1,1,50,22,11,1967,4,3,,,,"	01",3652,
16,1117,15,41022,5,1,"	02","	042","	00282",2,2,55,2,10,1962,6,4,3,,,"	01",3652,
16,1117,15,41022,5,1,"	03","	042","	00282",3,2,27,7,8,1990,7,3,3,,,"	01",3652,
16,1117,15,41022,5,1,"	04","	042","	00282",4,1,25,17,3,1992,7,3,3,1,,"	01",3652,18260
16,1117,15,41022,5,1,"	05","	042","	00282",4,2,24,10,7,1993,7,3,3,,,"	01",3652,
16,1117,15,41022,2,1,"	01","	042","	00282",1,1,59,15,5,1958,6,2,2,,1,"	01",3652,
16,1117,15,41022,1,1,"	04","	042","	00282",3,1,21,16,9,1996,7,3,3,1,,"	01",3652,14608
16,1117,15,41022,1,1,"	03","	042","	00282",3,1,22,14,2,1995,7,4,3,,,"	01",3652,
16,1117,15,41022,3,1,"	02","	042","	00282",2,2,75,18,6,1942,3,3,,,,"	01",3652,
16,1117,15,41022,3,1,"	01","	042","	00282",1,1,78,14,3,1939,3,3,,,,"	01",3652,
16,1117,15,41022,2,1,"	02","	042","	00282",4,1,38,12,10,1979,2,6,,,1,"	01",3652,
16,1117,15,41022,2,1,"	03","	042","	00282",3,2,34,22,6,1983,4,3,,1,,"	01",3652,10956
16,1117,15,41022,1,1,"	01","	042","	00282",1,1,41,14,2,1976,3,3,,,,"	01",3652,
16,1117,15,41022,1,1,"	02","	042","	00282",2,2,38,18,5,1979,4,2,,,,"	01",3652,
16,1117,15,41022,2,1,"	06","	042","	00282",4,1,6,10,9,2011,1,3,,,,"	01",3652,
16,1117,15,41022,2,1,"	04","	042","	00282",4,2,12,8,2,2005,3,1,,,,"	01",3652,
16,1117,15,41022,3,1,"	04","	042","	00282",3,1,29,12,9,1988,4,3,,,,"	01",3652,
16,1117,15,41048,1,1,"	01","	040","	00283",1,1,32,11,7,1985,3,3,,,,"	01",4523,
16,1117,15,41048,1,1,"	02","	040","	00283",2,2,31,9,2,1986,3,3,,1,,"	01",4523,9046
16,1117,15,41048,1,1,"	03","	040","	00283",3,2,13,13,11,2004,2,6,,,,"	01",4523,
16,1117,15,41048,1,1,"	04","	040","	00283",3,1,5,10,7,2012,1,2,,,,"	01",4523,
16,1117,15,41048,2,1,"	01","	040","	00283",1,1,44,31,5,1973,2,6,,,,"	01",4523,
16,1117,15,41048,2,1,"	02","	040","	00283",3,2,19,8,8,1998,3,1,,1,,"	01",4523,9046
16,1117,15,41048,2,1,"	03","	040","	00283",4,1,1,31,5,2016,,,,,,"	01",4523,
16,1117,15,41048,3,1,"	01","	040","	00283",1,2,27,5,7,1990,7,5,3,1,,"	01",4523,4523
16,1117,15,41048,3,1,"	02","	040","	00283",3,1,4,15,1,2013,,,,,,"	01",4523,
16,1117,15,41048,4,1,"	01","	040","	00283",1,1,42,16,9,1975,3,3,,1,,"	01",4523,13569
16,1117,15,41048,4,1,"	02","	040","	00283",2,2,34,14,10,1983,3,3,,,,"	01",4523,
16,1117,15,41048,4,1,"	03","	040","	00283",4,2,70,30,5,1947,,,,,,"	01",4523,
16,1117,15,41048,5,1,"	01","	040","	00283",1,2,40,13,11,1977,2,6,,,,"	01",4523,
16,1117,15,41048,5,1,"	02","	040","	00283",2,1,46,13,11,1971,2,6,,1,,"	01",4523,9046
16,1117,15,41048,5,1,"	03","	040","	00283",3,1,17,18,11,1999,3,3,,,,"	01",4523,
16,1117,15,41048,5,1,"	04","	040","	00283",3,2,16,19,6,2001,3,3,,,,"	01",4523,
16,1117,15,41048,5,1,"	05","	040","	00283",3,2,13,13,11,2004,2,6,,,,"	01",4523,
16,1117,15,41048,5,1,"	06","	040","	00283",3,2,8,13,11,2009,1,3,,,,"	01",4523,
16,1117,15,41053,1,1,"	01","	040","	00284",1,1,44,14,11,1973,3,3,,,,"	01",4221,
16,1117,15,41053,1,1,"	02","	040","	00284",2,2,48,15,10,1969,2,6,,,,"	01",4221,
16,1117,15,41053,5,1,"	03","	040","	00284",4,1,35,16,4,1982,3,3,,,,"	01",4221,
16,1117,15,41053,5,1,"	02","	040","	00284",2,2,29,16,10,1988,2,6,,,,"	01",4221,
16,1117,15,41053,5,1,"	01","	040","	00284",1,1,32,13,3,1985,3,3,,1,,"	01",4221,12663
16,1117,15,41053,3,1,"	06","	040","	00284",3,1,4,22,11,2013,,,,,,"	01",4221,
16,1117,15,41053,3,1,"	05","	040","	00284",3,2,25,22,11,1992,3,3,,,,"	01",4221,
16,1117,15,41053,3,1,"	04","	040","	00284",3,1,19,10,7,1998,3,3,,,,"	01",4221,
16,1117,15,41053,3,1,"	03","	040","	00284",3,1,26,18,6,1991,4,3,,,,"	01",4221,
16,1117,15,41053,3,1,"	02","	040","	00284",2,2,48,7,4,1969,2,5,,1,,"	01",4221,21105
16,1117,15,41053,3,1,"	01","	040","	00284",1,1,59,22,11,1958,4,3,,,,"	01",4221,
16,1117,15,41053,4,1,"	01","	040","	00284",1,1,58,1,1,1959,2,6,,1,,"	01",4221,4221
16,1117,15,41053,2,1,"	06","	040","	00284",4,1,30,31,5,1987,4,3,,,,"	01",4221,
16,1117,15,41053,2,1,"	05","	040","	00284",3,1,19,8,3,1998,4,2,,1,,"	01",4221,25326
16,1117,15,41053,2,1,"	04","	040","	00284",3,2,26,29,10,1991,3,3,,,,"	01",4221,
16,1117,15,41053,2,1,"	03","	040","	00284",3,2,28,8,3,1989,3,3,,,,"	01",4221,
16,1117,15,41053,2,1,"	02","	040","	00284",2,2,48,16,5,1969,2,4,,,,"	01",4221,
16,1117,15,41053,2,1,"	01","	040","	00284",1,1,49,13,4,1968,3,3,,,,"	01",4221,
16,1117,15,41053,1,1,"	06","	040","	00284",3,2,17,24,2,2000,3,3,,,,"	01",4221,
16,1117,15,41053,1,1,"	05","	040","	00284",3,1,19,8,3,1998,3,3,,,,"	01",4221,
16,1117,15,41053,1,1,"	04","	040","	00284",4,2,82,14,3,1935,,,,,1,"	01",4221,
